,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,11854,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19805196.0,19805196.0,False,,1,,,,2025-01-03T18:50:00.000Z,98618.99589657084,35238310902.20511,-21.6771,0.51593592,1.67388536,4.43053144,2.43600985,45.85163957,59.41302861,1953168543054.781,55.7887,2070998913827.99,,2025-01-03T18:50:00.000Z,,,,,,2025-01-03 18:52:42.443102
1,1027,Ethereum,ETH,ethereum,9783,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120475547.46975678,120475547.46975678,True,,2,,,,2025-01-03T18:51:00.000Z,3606.846869021266,21019336180.285435,-7.0846,0.77471552,4.36200443,7.64800854,-5.66619759,48.78492218,50.30666586,434536851184.9151,12.4071,434536851184.92,,2025-01-03T18:51:00.000Z,,,,,,2025-01-03 18:52:42.443102
2,52,XRP,XRP,xrp,1492,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",100000000000.0,57410227039.0,99986740020.0,False,,3,,,,2025-01-03T18:51:00.000Z,2.4524916516865005,5726612495.462229,-41.3648,0.00565917,2.1226075,13.23631165,0.7057565,381.68781047,362.55367671,140798102534.5741,4.0209,245249165168.65,,2025-01-03T18:51:00.000Z,,,,,,2025-01-03 18:52:42.443102
3,825,Tether USDt,USDT,tether,111364,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,137250612325.24301,141437091620.02292,True,,4,,,,2025-01-03T18:51:00.000Z,0.9996119505977957,95163655395.03732,-11.5137,0.03573782,0.06243973,0.10407926,-0.16300247,0.01812241,-0.03846735,137197352307.17802,3.9181,141382207041.17,,2025-01-03T18:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-01-03 18:52:42.443102
4,5426,Solana,SOL,solana,818,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,482915738.64896464,591480688.2398254,True,,5,,,,2025-01-03T18:51:00.000Z,218.18684031761313,3966075904.3546705,-9.1347,0.32406447,5.74797667,17.19858199,-5.20851191,36.97168201,53.37308082,105365859155.46385,3.0084,129053302475.93,,2025-01-03T18:51:00.000Z,,,,,,2025-01-03 18:52:42.443102
5,1839,BNB,BNB,bnb,2326,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144006835.97,144006835.97,False,,6,,,,2025-01-03T18:51:00.000Z,713.219427496793,1785352164.5388103,-5.7497,0.36611647,1.14680774,2.71780222,-2.85818012,29.16463086,26.8890398,102708473106.14796,2.9332,102708473106.15,,2025-01-03T18:51:00.000Z,,,,,,2025-01-03 18:52:42.443102
6,74,Dogecoin,DOGE,dogecoin,1137,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147473216383.7052,147473216383.7052,True,,7,,,,2025-01-03T18:51:00.000Z,0.3786549819611614,4021566047.7017865,18.4075,0.63524969,11.90212251,20.6515396,-8.14032183,142.16289228,249.31426426,55841468089.526344,1.5947,55841468089.53,,2025-01-03T18:51:00.000Z,,,,,,2025-01-03 18:52:42.443102
7,3408,USDC,USDC,usd-coin,24393,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,45149590568.66167,45149590568.66167,False,,8,,,,2025-01-03T18:51:00.000Z,1.0001648987766822,6706296165.054709,-9.6061,0.02161767,0.02537992,0.01291305,0.01124205,0.01067573,0.02838764,45157035680.91415,1.2889,45157035680.91,,2025-01-03T18:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-01-03 18:52:42.443102
8,2010,Cardano,ADA,cardano,1426,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season']",45000000000.0,35139781273.91349,44995129917.33332,False,,9,,,,2025-01-03T18:51:00.000Z,1.0832616767668477,2237598035.343097,50.4889,-0.19096388,13.21480154,21.70985477,-7.94273603,231.01795865,210.36666255,38065578383.9998,1.0869,48746775454.51,,2025-01-03T18:51:00.000Z,,,,,,2025-01-03 18:52:42.443102
9,1958,TRON,TRX,tron,1096,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season']",,86193256439.11777,86193263707.8049,True,,10,,,,2025-01-03T18:51:00.000Z,0.2693945943068042,906001425.0787972,8.0891,0.32910939,2.07260194,3.27809092,-18.90811026,64.67886986,75.26321885,23219997350.398468,0.6631,23219999308.54,,2025-01-03T18:51:00.000Z,,,,,,2025-01-03 18:52:42.443102
10,5805,Avalanche,AVAX,avalanche,833,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,410139983.3194564,448476283.3194564,False,,11,,,,2025-01-03T18:50:00.000Z,42.11399041909357,564766837.782046,-0.9949,0.71776016,7.28306578,12.92349764,-22.36968136,83.38724392,65.07004698,17272631328.00278,0.4934,30143034694.44,,2025-01-03T18:50:00.000Z,,,,,,2025-01-03 18:52:42.443102
11,1975,Chainlink,LINK,chainlink,1910,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,638099970.4527867,1000000000.0,False,,12,,,,2025-01-03T18:51:00.000Z,23.789678359064894,860900536.1761988,-16.02,0.39887089,6.88797632,5.36654983,-4.65623397,130.60751846,112.06867773,15180193058.000607,0.4334,23789678359.06,,2025-01-03T18:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-01-03 18:52:42.443102
12,11419,Toncoin,TON,toncoin,645,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2539248552.3899746,5118929363.06038,True,,13,,,,2025-01-03T18:51:00.000Z,5.797816786316531,178038148.56390837,0.924,0.02650963,3.00140186,-0.65594973,-16.35458008,21.22771216,10.26464208,14722097881.676546,0.4204,29678614589.12,,2025-01-03T18:51:00.000Z,,,,,,2025-01-03 18:52:42.443102
13,20947,Sui,SUI,sui,502,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,3009569341.533888,10000000000.0,False,,14,,,,2025-01-03T18:51:00.000Z,4.738752902611487,1093936784.4763756,9.375,0.8719735,8.96653212,13.02176511,30.27593793,155.40718744,171.67519858,14261605452.804253,0.4073,47387529026.11,,2025-01-03T18:51:00.000Z,,,,,,2025-01-03 18:52:42.443102
14,5994,Shiba Inu,SHIB,shiba-inu,924,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589255369576813.6,589508472868996.1,False,,15,,,,2025-01-03T18:51:00.000Z,2.416566050997893e-05,583421653.6027632,0.1866,0.36411443,6.08859275,10.73573903,-19.01084517,43.8338207,40.48686254,14239745214.875444,0.4066,14245861623.11,,2025-01-03T18:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-01-03 18:52:42.443102
0,1,Bitcoin,BTC,bitcoin,11854,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",21000000.0,19805196.0,19805196.0,False,,1,,,,2025-01-03T18:52:00.000Z,98400.91805604483,35259468927.804535,-21.6342,0.31423949,1.46920884,4.16519864,2.22504241,45.51427849,59.06998602,1948849468679.9067,55.6267,2066419279176.94,,2025-01-03T18:52:00.000Z,,,,,,2025-01-03 18:53:42.822874
1,1027,Ethereum,ETH,ethereum,9783,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120475547.46975678,120475547.46975678,True,,2,,,,2025-01-03T18:53:00.000Z,3600.2397335963296,21032612062.82307,-7.975,0.61710872,4.23254316,7.34355656,-5.74886966,48.49213553,50.01008674,433740852927.3891,12.3843,433740852927.39,,2025-01-03T18:53:00.000Z,,,,,,2025-01-03 18:53:42.822874
2,52,XRP,XRP,xrp,1492,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season']",100000000000.0,57410227039.0,99986740020.0,False,,3,,,,2025-01-03T18:53:00.000Z,2.449479966684306,5725468655.053139,-41.2501,-0.05665683,1.9673032,13.09645943,0.60065827,381.08635477,361.92796631,140625201014.82816,4.0133,244947996668.43,,2025-01-03T18:53:00.000Z,,,,,,2025-01-03 18:53:42.822874
3,825,Tether USDt,USDT,tether,111364,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,137250612325.24301,141437091620.02292,True,,4,,,,2025-01-03T18:53:00.000Z,0.9994431705412536,95219214757.7209,-11.4352,0.00492012,0.04012088,0.08733284,-0.17717113,0.01491486,-0.0614263,137174187141.06934,3.9148,141358335280.85,,2025-01-03T18:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-01-03 18:53:42.822874
4,5426,Solana,SOL,solana,818,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,482915738.64896464,591480688.2398254,True,,5,,,,2025-01-03T18:53:00.000Z,218.00395686315423,3969770552.240059,-8.9922,0.24766237,5.78305534,17.05977489,-5.27807639,36.87447406,53.24404587,105277541856.96715,3.0059,128945130444.42,,2025-01-03T18:53:00.000Z,,,,,,2025-01-03 18:53:42.822874
5,1839,BNB,BNB,bnb,2326,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144006835.97,144006835.97,False,,6,,,,2025-01-03T18:53:00.000Z,712.3916220890407,1785475188.8652503,-5.6951,0.22323823,1.00898807,2.57983004,-2.90209369,29.01013624,26.71917542,102589263468.5787,2.9278,102589263468.58,,2025-01-03T18:53:00.000Z,,,,,,2025-01-03 18:53:42.822874
6,74,Dogecoin,DOGE,dogecoin,1137,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147473216383.7052,147473216383.7052,True,,7,,,,2025-01-03T18:53:00.000Z,0.37828470874436415,4023710420.2292295,18.6189,0.65077607,11.81411078,20.51365258,-8.2085298,141.65345927,249.17066493,55786862707.30451,1.5921,55786862707.3,,2025-01-03T18:53:00.000Z,,,,,,2025-01-03 18:53:42.822874
7,3408,USDC,USDC,usd-coin,24393,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,45149590568.66167,45149590568.66167,False,,8,,,,2025-01-03T18:53:00.000Z,1.000014195856776,6707958693.952396,-12.4539,0.00392638,0.01035132,-0.00152053,-0.0097302,0.0035665,-0.00219375,45150231505.782875,1.2887,45150231505.78,,2025-01-03T18:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-01-03 18:53:42.822874
8,2010,Cardano,ADA,cardano,1426,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season']",45000000000.0,35139781273.91349,44995129917.33332,False,,9,,,,2025-01-03T18:53:00.000Z,1.0825992565269997,2237771806.1837635,51.0848,-0.02448289,13.17006068,21.62291085,-7.96961061,230.80060723,210.16590473,38042301081.66013,1.0862,48716966543.71,,2025-01-03T18:53:00.000Z,,,,,,2025-01-03 18:53:42.822874
9,1958,TRON,TRX,tron,1096,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season']",,86193256439.11777,86193263707.8049,True,,10,,,,2025-01-03T18:53:00.000Z,0.26936384188751833,906252079.0813574,8.1449,0.31277298,2.04458629,3.26571238,-19.00952691,64.64815228,75.25441335,23217346699.23684,0.6626,23217348657.16,,2025-01-03T18:53:00.000Z,,,,,,2025-01-03 18:53:42.822874
10,5805,Avalanche,AVAX,avalanche,833,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,410139983.3194564,448476283.3194564,False,,11,,,,2025-01-03T18:52:00.000Z,42.02454792817593,564879177.1147488,-0.9342,0.45451373,7.06704533,12.68740926,-22.44903583,83.11894625,64.82866161,17235947386.26977,0.4919,30079016346.15,,2025-01-03T18:52:00.000Z,,,,,,2025-01-03 18:53:42.822874
11,1975,Chainlink,LINK,chainlink,1910,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,638099970.4527867,1000000000.0,False,,12,,,,2025-01-03T18:53:00.000Z,23.801091516720746,861407065.8299233,-15.8713,0.53492973,6.98344474,5.39332574,-4.73975216,130.73017503,112.18370832,15187475793.56358,0.4336,23801091516.72,,2025-01-03T18:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-01-03 18:53:42.822874
12,11419,Toncoin,TON,toncoin,645,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2539248552.3899746,5118929363.06038,True,,13,,,,2025-01-03T18:53:00.000Z,5.795027750687158,177990992.332423,0.8699,0.04854127,2.97196894,-0.70468736,-16.41101299,21.16991214,10.20953845,14715015826.992096,0.4201,29664337712.74,,2025-01-03T18:53:00.000Z,,,,,,2025-01-03 18:53:42.822874
13,20947,Sui,SUI,sui,502,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,3009569341.533888,10000000000.0,False,,14,,,,2025-01-03T18:53:00.000Z,4.73474392932824,1094131840.3538258,9.7092,0.68038518,8.92687385,12.91848547,30.17331567,155.2477753,171.53239239,14249540169.719965,0.4067,47347439293.28,,2025-01-03T18:53:00.000Z,,,,,,2025-01-03 18:53:42.822874
14,5994,Shiba Inu,SHIB,shiba-inu,924,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589255369576813.6,589508472868996.1,False,,15,,,,2025-01-03T18:53:00.000Z,2.4142114227444672e-05,583566143.7541296,0.2954,0.29336698,5.97295629,10.59539481,-19.07372507,43.70089818,40.33390509,14225870441.45856,0.4062,14231980890.05,,2025-01-03T18:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-01-03 18:53:42.822874
